sex,age,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,c_charge_degree,is_recid,is_violent_recid,decile_score.1,v_decile_score,two_year_recid,days_custody,days_c_jail,days_r_jail
0,21,1,0,7,0,0,2,1.0,1,1,0,7,8,1,2,30,194
0,53,1,0,4,0,0,5,1.0,1,0,0,4,1,0,50,299,0
0,36,1,0,1,0,0,1,0.0,0,0,0,1,1,0,1,1,0
0,58,2,0,3,0,0,10,0.0,0,1,0,3,1,0,1,1,0
0,62,2,0,1,0,0,0,1.0,1,0,0,1,1,0,4,4,0
0,25,2,0,6,0,0,4,1.0,1,0,0,6,3,0,2,2,0
0,51,1,0,8,0,0,15,1.0,1,1,0,8,4,1,19,35,19
0,46,2,0,2,0,0,2,14.0,1,0,0,2,1,0,17,9,0
0,28,1,0,2,0,0,4,1.0,0,1,0,2,2,1,2,2,2
0,24,2,0,3,0,0,2,1.0,1,1,0,3,4,1,2,3,2
0,32,2,0,8,0,0,6,1.0,1,0,0,8,8,0,1,1,0
0,56,2,0,4,0,0,13,60.0,0,0,0,4,1,0,41,41,0
0,23,1,1,9,0,0,2,0.0,1,1,0,9,10,1,2,2,2
0,25,1,0,3,0,0,1,55.0,1,0,0,3,4,0,38,38,0
0,26,1,0,3,0,0,2,1.0,1,0,0,3,4,0,0,0,0
1,58,2,0,1,0,0,0,2.0,0,0,0,1,1,0,1,1,0
0,33,2,0,7,0,0,3,71.0,1,1,0,7,5,1,243,89,243
0,59,1,0,8,0,0,8,24.0,1,1,0,8,6,1,93,10,3
0,44,2,0,2,0,0,5,47.0,1,0,0,2,1,0,13,13,0
0,20,1,0,7,0,0,0,0.0,1,1,1,7,9,1,2,2,0
0,57,2,0,1,0,0,0,1.0,0,1,0,1,1,1,1,1,0
0,37,2,0,2,0,0,1,0.0,1,1,0,2,1,1,66,1,66
0,43,1,0,1,0,0,0,1.0,1,1,0,1,1,1,2,2,2
1,36,1,0,5,0,0,1,1.0,0,0,0,5,1,0,2,2,0
0,59,2,0,1,0,0,0,1.0,0,0,0,1,1,0,1,1,0
0,35,2,0,2,0,0,4,0.0,1,1,0,2,2,1,32,32,44
0,29,1,0,5,0,0,5,1.0,1,1,1,5,4,1,4,4,0
1,21,1,0,5,0,0,0,1.0,0,0,0,5,6,0,2,2,0
0,28,2,0,1,0,0,0,1.0,0,0,0,1,2,0,3,3,0
0,34,1,0,3,0,0,5,1.0,0,1,0,3,2,1,27,4,27
1,42,1,0,6,0,0,16,1.0,1,0,0,6,2,0,21,25,0
0,21,1,0,9,2,1,3,1.0,1,1,1,9,6,1,30,2,0
0,69,1,0,1,0,0,1,1.0,1,1,0,1,1,1,2,2,22
1,49,2,0,1,0,0,1,27.0,0,0,0,1,1,0,1,1,0
1,24,2,0,5,0,0,0,1.0,0,0,0,5,5,0,2,2,0
0,27,1,0,8,0,0,4,1.0,1,1,0,8,5,1,38,35,38
1,55,1,0,1,0,0,1,1.0,0,0,0,1,1,0,3,3,0
0,19,1,1,10,2,0,3,200.0,1,1,1,10,9,1,2,201,2
0,24,1,2,8,0,0,7,1.0,0,1,0,8,7,1,12,4,12
0,39,0,0,1,0,0,1,100.0,0,0,0,1,1,0,0,0,0
0,21,2,0,4,0,0,1,1.0,1,0,0,4,6,0,2,2,0
0,28,2,0,6,0,0,0,1.0,1,1,0,6,7,1,71,38,16
0,34,1,0,6,0,0,4,1.0,0,0,0,6,6,0,1,1,0
0,27,1,0,5,0,0,2,0.0,1,1,0,5,3,0,9,3,159
0,37,1,3,10,0,0,12,1.0,0,0,0,10,9,0,255,53,0
0,40,1,0,1,0,0,1,76.0,1,0,0,1,1,0,66,66,0
1,36,2,0,2,0,0,4,15.0,1,1,0,2,3,1,105,105,105
0,23,2,0,4,0,0,0,1.0,1,0,0,4,5,0,47,1,0
0,34,1,0,7,0,0,19,54.0,1,1,1,7,6,1,77,75,0
0,27,1,0,9,0,1,5,1.0,1,1,1,9,5,1,158,2,158
0,50,1,0,1,0,0,1,1.0,1,0,0,1,1,0,2,2,0
0,22,1,0,5,1,2,1,1.0,1,0,0,5,7,0,4,4,0
0,43,1,0,6,0,0,1,1.0,1,1,0,6,5,1,11,33,11
0,29,2,0,7,0,0,0,1.0,0,1,0,7,5,1,83,2,32
1,50,3,0,2,0,0,1,118.0,1,1,0,2,1,1,2,2,1
0,61,2,0,1,0,0,1,5.0,1,1,0,1,1,1,6,5,0
0,34,1,0,1,0,0,1,0.0,1,0,0,1,2,0,24,24,0
0,56,1,0,1,0,0,1,0.0,1,0,0,1,2,0,10,10,0
0,31,1,3,10,0,0,16,1.0,1,1,0,10,8,1,1,2,1
0,21,2,0,4,0,0,0,0.0,1,0,0,4,5,0,1,1,0
0,23,1,0,5,0,1,1,1.0,1,1,0,5,4,1,5,8,5
0,45,0,0,1,0,0,1,1.0,1,0,0,1,1,0,2,2,0
0,24,1,0,8,0,0,1,1.0,0,1,0,8,6,1,179,15,179
0,30,1,0,9,0,0,1,1.0,1,0,0,9,7,0,1,1,0
0,32,1,0,8,6,5,17,1.0,1,1,0,8,7,1,2,114,0
0,61,2,0,1,0,0,0,0.0,0,0,0,1,1,0,7,7,0
0,27,2,0,3,0,0,3,1.0,0,0,0,3,3,0,1,4,0
1,27,1,0,5,0,0,2,822.0,0,0,0,5,4,0,0,0,0
0,41,3,0,2,0,0,2,1.0,0,0,0,2,1,0,2,2,0
0,60,2,0,1,0,0,0,1.0,0,0,0,1,1,0,2,2,0
0,23,1,0,8,0,0,1,1.0,0,0,0,8,8,0,5,5,0
0,40,2,0,1,0,0,0,1.0,0,0,0,1,1,0,2,2,0
0,30,2,0,3,0,0,0,7.0,1,0,0,3,1,0,6,7,0
1,20,2,0,5,0,0,1,41.0,1,0,0,5,6,0,2,2,0
1,20,1,0,5,0,0,0,1.0,1,0,0,5,7,0,14,2,0
0,48,5,0,2,0,0,0,1.0,1,0,0,2,1,0,4,4,0
0,24,1,0,5,0,0,0,1.0,0,1,1,5,5,1,3,2,3
0,30,1,0,3,0,0,5,1.0,0,0,0,3,2,0,2,2,0
1,20,1,0,4,0,0,0,1.0,0,1,0,4,6,1,1,1,0
0,25,1,0,3,0,0,0,1.0,0,0,0,3,5,0,3,3,0
0,38,2,0,2,0,0,0,0.0,0,1,0,2,2,0,4,1,4
0,29,1,0,2,0,0,0,1.0,1,1,0,2,2,1,42,2,42
1,38,2,0,5,0,0,1,18.0,0,1,0,5,2,1,17,17,0
0,27,1,0,2,0,0,1,1.0,1,1,0,2,3,0,31,2,3
0,21,2,0,4,0,0,0,1.0,0,1,0,4,6,1,3,2,3
0,24,1,0,7,0,0,1,0.0,1,0,0,7,9,0,142,142,0
0,53,2,0,1,0,0,3,1.0,1,1,0,1,1,1,199,199,71
0,36,2,0,2,0,0,4,1.0,1,1,0,2,1,1,2,2,2
0,64,1,0,4,0,0,8,2262.0,0,1,1,4,2,1,2,2,0
0,23,1,0,10,0,0,0,0.0,0,1,0,10,5,1,2,2,0
0,26,2,0,10,0,0,3,871.0,0,0,0,10,9,0,1,1,0
0,48,2,0,1,0,0,0,1.0,1,0,0,1,1,0,34,34,0
0,27,0,0,4,0,0,6,1.0,1,1,0,4,4,1,3843,2,2
0,21,1,0,4,0,0,0,1.0,1,0,0,4,6,0,2,2,0
0,20,1,0,5,0,0,0,1.0,1,1,0,5,6,1,3,3,0
0,37,1,0,9,0,0,17,1.0,0,0,0,9,3,0,88,47,0
0,51,2,0,5,0,0,8,1.0,1,1,0,5,2,1,83,2,83
0,47,2,0,2,0,0,2,1.0,1,1,0,2,1,1,2,2,0
0,29,2,0,9,0,0,2,320.0,0,1,0,9,8,1,2,2,2
0,27,1,0,9,0,1,2,1.0,1,1,0,9,8,1,41,41,180
0,45,1,1,7,0,0,16,1.0,1,0,0,7,2,0,79,2,0
0,41,2,0,2,0,0,0,1.0,1,1,0,2,1,1,2,2,0
0,31,2,0,2,0,0,3,1.0,0,1,1,2,2,1,3,3,0
0,28,5,0,8,0,0,9,1.0,1,1,0,8,6,0,38,38,0
1,29,1,0,3,0,0,1,40.0,1,0,0,3,2,0,16,16,0
0,39,2,0,1,0,0,1,1.0,1,0,0,1,1,0,2,2,0
0,33,2,0,1,0,0,0,1.0,1,0,0,1,2,0,2,2,0
1,21,1,0,6,1,0,1,1.0,1,1,0,6,9,1,37,2,0
0,48,5,0,1,0,0,0,1.0,0,0,0,1,1,0,10,10,0
0,27,1,0,3,0,0,3,1.0,0,0,0,3,3,0,28,39,0
0,24,3,0,5,0,0,0,1.0,1,0,0,5,4,0,33,33,0
1,24,2,0,3,0,0,0,0.0,0,0,0,3,3,0,1,1,0
0,29,1,0,3,0,0,3,1.0,0,1,0,3,4,1,2,2,0
0,33,3,0,2,0,0,3,391.0,1,0,0,2,2,0,0,0,0
0,21,2,0,5,0,0,0,1.0,1,1,0,5,5,1,2,2,2
1,31,2,0,10,0,2,14,1.0,1,0,0,10,5,0,2,2,0
0,32,3,0,1,0,0,1,15.0,1,0,0,1,1,0,4,4,0
0,62,2,0,1,0,0,0,0.0,0,0,0,1,1,0,2,2,0
0,39,2,0,6,0,0,3,1.0,1,1,0,6,2,1,2,2,0
0,56,2,0,3,0,0,2,2.0,0,0,0,3,1,0,13,17,0
0,28,1,0,1,0,0,6,1.0,1,0,0,1,2,0,2,2,0
1,26,1,0,6,0,0,6,1.0,1,1,1,6,5,1,4,4,55
0,24,1,0,9,0,0,5,1.0,1,1,0,9,7,1,8,8,0
0,51,3,0,1,0,0,0,2.0,0,0,0,1,1,0,1,1,0
0,51,3,0,3,0,0,1,1.0,1,0,0,3,2,0,4,4,0
0,28,1,0,10,0,1,7,1.0,1,0,0,10,6,0,79,3,0
1,36,1,0,2,0,0,1,1.0,0,0,0,2,1,0,2,2,0
0,39,3,0,1,0,0,0,5.0,1,0,0,1,1,0,0,0,0
1,38,2,0,1,0,0,0,0.0,0,0,0,1,1,0,2,2,0
0,23,1,0,2,0,0,1,2.0,1,0,0,2,4,0,1,2,0
0,28,2,0,7,0,0,5,1.0,0,1,1,7,5,1,27,27,27
1,29,2,0,6,0,0,7,1.0,1,1,0,6,3,1,16,9,16
0,20,1,4,10,2,1,6,70.0,1,1,0,10,10,1,2,61,211
1,38,0,0,1,0,0,0,1.0,1,0,0,1,1,0,2,2,0
0,29,1,0,3,0,0,0,1.0,0,0,0,3,5,0,3,3,0
1,34,5,0,1,0,0,1,10.0,1,0,0,1,1,0,3,3,0
0,29,1,0,3,0,0,11,1.0,1,1,0,3,4,1,59,3,52
0,34,1,0,7,0,0,8,1.0,0,1,0,7,3,0,1,2,0
0,26,1,0,7,0,0,6,1.0,1,1,1,7,6,1,2,3,2
0,58,1,0,1,0,0,0,1.0,1,0,0,1,1,0,3,3,0
0,37,3,0,5,0,0,6,24.0,1,1,1,5,3,1,33,25,0
0,23,1,0,8,0,0,1,1.0,1,0,0,8,9,0,0,0,0
0,48,2,0,6,0,0,0,6.0,0,1,0,6,2,1,2,2,0
0,61,1,0,2,0,0,9,298.0,1,0,0,2,2,0,97,97,0
0,30,1,0,3,0,0,1,1.0,1,1,0,3,3,1,15,2,5
0,44,1,0,3,0,0,0,1.0,1,0,0,3,3,0,4,4,0
0,26,1,0,7,0,0,3,459.0,1,1,0,7,4,0,1,1,1
0,46,1,0,3,0,0,3,35.0,1,1,1,3,3,1,148,36,18
0,36,2,0,3,0,0,5,1.0,1,0,0,3,1,0,5,5,0
1,29,1,0,9,1,0,11,1.0,1,1,0,9,5,1,24,24,2
1,23,0,0,6,0,0,0,1.0,0,0,0,6,6,0,2,2,0
0,53,1,0,6,0,0,3,1.0,1,1,1,6,1,1,7,7,0
0,33,0,0,3,0,0,5,205.0,1,1,0,3,2,0,3,3,0
0,35,1,0,6,0,0,8,1.0,0,0,0,6,4,0,10,10,0
1,39,2,0,3,0,0,3,2885.0,1,0,0,3,1,0,2,2,0
0,21,3,1,8,0,0,1,1.0,1,1,1,8,6,1,2,56,2
1,26,2,0,6,0,0,2,0.0,1,1,0,6,4,1,34,34,8
0,26,1,1,9,0,0,10,1.0,1,1,1,9,5,1,31,2,31
0,28,1,0,6,0,0,8,1.0,0,1,0,6,6,1,2,2,0
1,21,2,0,7,3,1,3,1.0,0,1,1,7,7,1,33,2,33
0,37,1,0,5,0,0,8,1.0,1,1,0,5,2,0,2,15,2
0,29,2,0,6,0,0,1,77.0,1,0,0,6,3,0,2,2,0
0,22,1,1,10,0,0,12,0.0,1,1,0,10,8,1,5,36,5
0,59,1,0,1,0,0,4,67.0,0,0,0,1,1,0,67,67,0
0,28,1,0,10,8,2,12,1.0,1,1,0,10,7,1,77,77,0
1,56,2,0,1,0,0,0,1.0,0,0,0,1,1,0,2,2,0
1,32,2,0,6,0,0,2,171.0,0,0,0,6,3,0,0,0,0
0,30,2,0,2,0,0,0,2.0,1,0,0,2,2,0,1,1,0
0,27,1,0,4,0,0,2,1.0,1,0,0,4,3,0,10,4,0
0,29,0,0,2,0,0,0,1.0,1,0,0,2,2,0,3,3,0
0,24,1,0,4,0,0,1,298.0,1,0,0,4,4,0,2,2,0
1,27,2,0,10,0,0,6,1.0,1,0,0,10,9,0,2,2,0
0,43,1,0,9,0,0,15,1.0,0,1,1,9,6,1,1493,2,306
1,53,1,0,6,0,0,5,1.0,1,0,0,6,4,0,3,3,0
0,27,1,1,7,0,0,6,1.0,1,1,0,7,8,1,6,2,6
0,26,1,0,5,1,0,6,8.0,0,0,0,5,4,0,16,3,0
1,24,2,0,6,0,0,1,1.0,1,0,0,6,6,0,2,2,0
0,30,1,0,6,0,0,0,0.0,1,0,0,6,5,0,1,1,0
0,56,0,0,2,0,0,6,1.0,1,1,0,2,1,1,8,3,89
0,26,1,0,9,0,0,4,1.0,1,1,0,9,7,0,11,2,0
0,24,1,2,6,1,0,3,0.0,0,1,0,6,8,1,1,1,0
0,30,3,0,3,0,0,6,10.0,0,1,0,3,2,1,1,2,0
0,37,3,0,5,0,0,4,581.0,1,0,0,5,2,0,11,0,0
0,54,1,0,1,0,0,4,1.0,1,0,0,1,1,0,3,3,0
0,23,3,0,5,0,0,0,0.0,1,1,0,5,4,1,2,2,2
0,25,0,0,4,0,0,1,1.0,1,1,0,4,5,1,2,69,2
1,48,1,0,6,0,3,18,84.0,1,1,0,6,1,1,1799,55,4
1,36,1,0,9,0,0,13,1.0,1,1,0,9,3,1,45,34,45
0,21,1,0,10,0,0,1,0.0,1,1,0,10,10,1,2,2,2
0,26,2,0,5,0,0,10,1.0,1,1,0,5,4,1,2,2,0
0,26,2,0,8,0,3,10,0.0,0,1,1,8,7,1,10,2,2
0,45,2,0,1,0,0,0,1.0,1,0,0,1,1,0,2,2,0
0,47,2,0,5,0,0,1,1.0,0,0,0,5,3,0,2,2,0
0,30,3,0,8,0,0,7,146.0,1,1,1,8,7,1,2,1,1
0,41,1,2,8,0,1,14,1.0,0,1,0,8,9,1,7,7,2
0,50,2,0,2,0,0,1,137.0,1,0,0,2,4,0,57,57,0
0,57,2,0,1,0,0,3,52.0,0,0,0,1,1,0,13,13,0
0,31,1,0,1,0,0,2,1.0,1,0,0,1,2,0,3,3,0
0,21,1,0,7,0,0,0,1.0,1,1,0,7,7,1,121,3,121
1,28,1,1,4,0,0,1,1.0,0,1,0,4,7,1,2,2,0
0,29,2,1,8,0,1,9,1.0,1,1,0,8,7,1,79,3,79
0,28,1,0,4,0,0,2,1.0,1,0,0,4,4,0,2,2,0
1,25,2,0,4,0,0,1,2.0,0,1,0,4,4,1,2,2,2
0,22,1,0,3,0,0,0,1.0,1,1,0,3,5,1,10,2,0
1,21,1,0,6,0,0,0,1.0,1,0,0,6,7,0,2,2,0
0,48,2,0,8,0,0,0,1.0,1,1,0,8,3,1,69,69,8
0,25,1,0,9,0,1,4,1.0,1,1,1,9,8,1,12,171,0
0,37,1,0,7,0,0,7,1.0,1,0,0,7,3,0,2,2,0
0,31,2,0,6,0,0,5,1.0,1,1,0,6,4,1,2,1,2
0,56,0,0,1,0,0,0,1.0,0,0,0,1,1,0,8,8,0
0,24,1,0,3,0,0,0,1.0,0,0,0,3,4,0,2,2,0
0,30,1,0,10,0,0,15,1.0,1,1,0,10,9,1,6,95,142
0,47,2,0,2,0,0,5,1.0,0,0,0,2,3,0,6,6,0
0,66,2,0,3,0,0,2,1.0,0,0,0,3,1,0,58,58,0
0,51,1,0,8,0,0,21,1.0,1,1,0,8,3,1,490,450,0
0,64,2,0,10,0,0,8,290.0,1,1,0,10,6,1,3,291,3
0,76,5,0,1,0,0,0,3.0,1,0,0,1,1,0,3,3,0
1,28,2,0,6,0,0,3,720.0,1,1,0,6,2,1,1,1,0
0,35,1,0,4,0,0,1,0.0,0,0,0,4,4,0,2,2,0
0,44,0,0,1,0,0,6,1.0,1,1,0,1,1,1,4,4,0
1,39,1,0,3,0,0,3,207.0,1,0,0,3,3,0,0,0,0
0,38,3,1,7,0,1,7,1.0,1,1,0,7,2,1,9,2,0
0,24,1,0,5,0,0,0,1.0,1,0,0,5,5,0,3,3,0
0,27,2,0,9,0,0,4,173.0,1,0,0,9,9,0,0,0,0
0,36,2,0,3,0,0,0,1.0,1,0,0,3,4,0,8,2,0
0,20,3,0,6,0,0,0,1.0,1,1,0,6,7,1,26,26,0
0,21,1,0,3,0,1,0,2.0,1,1,0,3,7,1,2,2,2
0,27,1,0,10,0,0,7,0.0,1,1,0,10,10,1,27,36,30
0,28,1,0,9,1,0,18,0.0,1,1,0,9,7,1,1,1,1
0,52,3,0,1,0,0,0,1.0,0,1,0,1,1,1,2,2,2
0,39,2,0,9,0,0,16,0.0,1,1,0,9,7,1,2,36,0
0,19,1,0,4,0,0,0,1.0,1,1,1,4,7,1,58,2,58
0,46,2,0,1,0,0,1,0.0,1,0,0,1,1,0,0,0,0
0,40,1,0,4,0,0,2,1.0,1,0,0,4,1,0,2,2,0
0,30,2,0,8,0,0,5,1.0,1,1,0,8,8,1,4,4,8
0,28,2,0,3,0,0,0,1.0,1,1,1,3,2,1,22,2,238
0,27,2,0,2,0,0,0,1.0,0,0,0,2,3,0,3,3,0
0,23,3,0,7,0,0,3,0.0,1,1,0,7,5,1,4,4,0
0,33,1,2,10,0,0,8,49.0,1,1,0,10,7,1,7,8,7
0,25,1,0,6,0,0,7,1.0,1,0,0,6,4,0,19,19,0
0,25,1,0,5,0,0,3,1257.0,1,1,0,5,5,1,28,28,114
0,33,2,0,6,0,0,4,56.0,1,0,0,6,5,0,2,57,0
1,24,1,0,3,0,0,0,2.0,1,0,0,3,3,0,2,2,0
0,44,2,0,7,0,0,0,1.0,1,0,0,7,4,0,40,5,0
0,44,1,0,1,0,0,0,1.0,1,0,0,1,1,0,2,2,0
1,23,1,0,7,0,0,0,0.0,0,0,0,7,5,0,2,2,0
1,31,2,0,8,0,1,2,1.0,1,1,0,8,5,1,127,2,127
0,27,1,0,2,0,1,0,1.0,1,0,0,2,3,0,1,1,0
1,26,2,0,8,0,0,1,2.0,1,1,0,8,3,1,108,1,108
0,57,1,0,5,0,0,16,1.0,0,1,0,5,2,1,360,13,360
0,55,2,0,1,0,0,0,1.0,1,0,0,1,1,0,2,2,0
1,36,2,0,6,0,0,7,1.0,1,1,0,6,2,1,63,8,63
0,45,3,0,6,0,0,6,285.0,1,0,0,6,4,0,42,42,0
0,30,1,0,9,0,0,18,1.0,0,1,0,9,10,1,2,2,0
0,34,1,0,8,0,0,0,1.0,1,1,1,8,3,1,34,34,0
0,24,1,0,2,0,0,1,1.0,1,0,0,2,3,0,10,2,0
0,21,0,0,5,0,0,0,1.0,1,1,0,5,7,1,33,3,39
0,42,1,0,1,0,0,7,1.0,1,0,0,1,1,0,2,2,0
1,34,2,0,10,0,0,12,1.0,1,1,0,10,5,1,4,4,0
0,30,3,0,4,0,0,3,6.0,0,0,0,4,5,0,3,3,0
0,40,2,0,4,0,0,6,1.0,1,0,0,4,2,0,8,2,0
0,24,3,0,8,0,0,1,57.0,1,0,0,8,7,0,0,0,0
0,24,5,0,6,0,0,4,19.0,1,1,1,6,4,1,1,1,1
0,30,0,0,9,0,0,13,1.0,1,1,1,9,5,1,3,2,3
0,30,1,0,3,0,0,4,2.0,1,0,0,3,2,0,7,7,0
0,31,2,0,3,0,0,3,1.0,0,1,0,3,3,1,2,1,2
0,33,2,0,3,0,0,2,1.0,1,1,0,3,2,1,0,0,0
0,27,2,0,3,0,0,1,1.0,0,0,0,3,4,0,32,32,0
0,22,3,0,2,0,1,0,1.0,1,1,0,2,3,1,2,2,0
0,37,1,0,3,0,0,3,1.0,0,0,0,3,2,0,82,82,0
0,25,1,0,2,0,0,1,0.0,1,0,0,2,3,0,1,1,0
0,45,2,0,1,0,0,2,0.0,1,0,0,1,1,0,9,9,0
0,22,3,0,2,0,0,1,1.0,1,1,0,2,4,1,42,19,42
0,31,2,0,5,0,0,1,3.0,1,0,0,5,2,0,2,2,0
0,23,1,0,5,0,0,0,1.0,1,0,0,5,8,0,5,5,0
0,21,1,0,4,0,0,0,0.0,1,0,0,4,8,0,3,3,0
0,28,1,0,5,0,0,6,1.0,0,1,0,5,8,1,6,6,0
0,35,1,0,1,0,0,0,1.0,1,0,0,1,1,0,2,2,0
0,29,1,0,4,1,1,4,1.0,1,1,0,4,3,1,3,3,3
0,23,1,0,4,0,0,2,1.0,1,1,0,4,7,1,39,2,134
0,28,1,0,10,0,0,7,1.0,1,1,0,10,7,1,241,2,241
1,34,2,0,7,0,0,0,1.0,0,1,0,7,3,1,9,3,21
1,32,2,0,2,0,0,5,149.0,1,1,0,2,2,0,6,6,0
0,52,2,0,1,0,0,2,45.0,0,0,0,1,1,0,55,33,0
0,25,1,0,4,0,0,2,1.0,1,0,0,4,4,0,5,2,0
0,34,2,0,7,1,0,15,1.0,1,0,0,7,6,0,2,2,0
0,47,1,0,4,0,0,4,1.0,1,1,0,4,4,1,2,2,2
0,50,1,0,9,0,0,9,215.0,1,0,0,9,7,0,329,0,0
1,30,1,0,5,0,0,4,1.0,1,0,0,5,2,0,2,2,0
0,22,2,0,3,0,0,0,1.0,0,1,0,3,5,1,2,2,0
0,53,2,0,1,0,0,1,664.0,0,1,0,1,1,1,0,0,0
1,47,1,0,9,0,0,7,1.0,1,1,0,9,2,1,1568,2,0
0,37,2,0,8,0,0,3,1.0,1,0,0,8,5,0,18,243,0
0,37,1,0,5,0,0,8,1.0,0,0,0,5,5,0,2,2,0
0,26,1,0,10,0,0,7,1.0,1,1,0,10,9,1,4,4,162
1,31,2,0,2,0,0,0,1.0,0,0,0,2,2,0,5,5,0
0,20,2,0,3,0,3,0,0.0,1,1,0,3,5,1,1,2,1
0,22,1,0,7,0,0,0,1.0,1,1,1,7,7,1,20,51,20
0,33,1,0,10,0,1,14,1.0,1,1,0,10,8,1,116,3,0
0,30,1,0,2,0,0,1,1.0,0,0,0,2,3,0,2,2,0
0,27,2,0,6,0,0,5,1.0,1,1,0,6,6,1,7,7,31
0,24,1,0,9,0,0,2,4.0,0,1,0,9,9,1,3,3,1
1,20,0,0,4,0,0,1,1.0,0,0,0,4,6,0,2,2,0
0,29,1,0,2,0,0,0,0.0,0,0,0,2,3,0,2,2,0
0,24,2,0,3,0,0,0,1.0,1,0,0,3,4,0,3,3,0
0,44,1,0,9,0,0,29,1.0,1,1,0,9,1,1,21,21,0
1,46,2,0,1,0,0,1,30.0,0,1,1,1,1,1,32,32,32
1,36,1,0,2,0,0,1,1.0,1,0,0,2,1,0,2,2,0
0,23,1,0,3,0,0,0,1.0,0,1,1,3,4,1,194,2,194
0,21,1,0,10,0,1,1,0.0,1,1,0,10,10,1,178,2,7
0,29,1,0,6,0,0,6,1.0,1,1,1,6,5,1,33,2,0
0,25,3,1,9,4,0,10,1.0,1,1,0,9,9,1,18,9,18
1,22,3,0,4,0,0,1,4.0,1,0,0,4,5,0,2,2,0
0,29,1,0,5,0,0,4,1.0,0,1,0,5,6,0,2,2,0
1,26,1,0,9,0,0,0,6.0,0,0,0,9,7,0,5,7,0
1,50,2,0,1,0,0,7,8.0,0,1,0,1,1,1,6,9,6
0,32,1,0,2,0,0,1,1.0,1,0,0,2,2,0,100,100,0
0,45,3,0,1,0,0,0,1.0,1,0,0,1,1,0,12,2,0
0,30,1,0,2,0,0,1,1.0,1,0,0,2,2,0,85,85,0
0,25,1,0,5,0,0,0,1.0,1,0,0,5,4,0,2,2,0
1,44,2,0,5,0,0,10,1.0,1,1,0,5,2,1,7,7,19
0,58,1,0,4,0,0,0,1.0,1,1,0,4,2,1,88,2,88
0,24,1,0,6,0,0,5,1.0,1,0,0,6,4,0,3,1,0
0,20,1,0,10,1,0,1,1.0,1,1,0,10,8,1,2,2,2
0,29,2,0,1,0,0,0,1.0,0,1,1,1,2,1,7,2,7
0,21,2,0,5,0,0,1,1.0,1,0,0,5,4,0,2,2,0
0,38,1,1,9,2,2,22,15.0,0,1,1,9,9,1,20,2,50
0,62,3,0,2,0,0,5,549.0,1,0,0,2,2,0,25,25,0
1,46,2,0,1,0,0,1,30.0,1,0,0,1,1,0,2,31,0
0,29,1,0,10,1,0,17,1.0,1,1,0,10,6,1,16,16,0
0,30,1,0,4,0,0,0,1.0,1,1,0,4,2,1,72,2,2
0,55,1,0,1,0,0,8,1.0,1,1,0,1,1,1,1,3,7
0,25,1,0,9,0,0,10,82.0,1,1,0,9,7,1,158,83,158
0,47,2,0,1,0,0,2,30.0,0,0,0,1,1,0,50,29,0
0,27,3,0,2,0,0,1,41.0,0,0,0,2,3,0,2,2,0
0,30,1,0,10,0,0,13,1.0,1,1,1,10,7,1,476,476,0
0,24,1,0,5,0,3,4,1.0,1,1,0,5,6,1,1,2,73
0,48,2,0,1,0,0,2,43.0,1,1,1,1,1,1,2,5,6
0,45,2,0,6,0,0,0,1.0,1,1,0,6,4,1,15,3,22
0,26,1,0,5,0,0,2,700.0,0,0,0,5,5,0,3,3,0
1,42,2,0,2,0,0,0,1.0,0,0,0,2,1,0,2,2,0
0,34,1,0,2,0,0,1,1.0,0,0,0,2,2,0,3,3,0
0,21,1,0,4,0,0,0,0.0,0,1,0,4,6,1,3,2,64
1,69,2,0,1,0,0,2,0.0,0,0,0,1,1,0,1,1,0
0,24,2,0,5,0,1,5,22.0,1,1,1,5,6,1,2,7,2
0,45,1,0,1,0,0,1,1.0,0,0,0,1,3,0,2,2,0
0,28,1,0,9,0,0,3,49.0,0,0,0,9,7,0,78,78,0
0,25,1,0,8,3,1,8,1.0,0,1,0,8,5,1,2,2,1
0,52,1,0,1,0,0,2,1.0,0,0,0,1,1,0,20,12,0
0,30,2,0,1,0,0,0,1.0,1,0,0,1,2,0,2,2,0
1,26,3,0,3,0,0,0,1.0,0,0,0,3,3,0,1,1,0
0,34,0,0,2,0,0,0,1.0,1,1,0,2,1,1,2,2,0
0,32,2,0,7,1,0,5,50.0,1,1,1,7,2,1,38,38,38
0,47,2,0,4,0,0,11,104.0,1,0,0,4,3,0,57,91,0
0,38,1,0,4,0,0,2,2.0,0,1,0,4,3,1,11,11,0
0,32,1,0,10,0,0,2,58.0,1,0,0,10,7,0,95,29,0
0,23,1,0,7,2,2,4,1.0,1,1,0,7,8,1,18,2,2
0,30,3,0,1,0,0,0,1.0,0,0,0,1,1,0,1,1,0
0,59,1,0,9,0,0,9,1.0,1,1,0,9,4,1,435,2,0
0,24,2,0,7,0,0,5,40.0,1,1,0,7,4,1,10,38,95
1,22,1,0,6,0,0,0,1.0,1,0,0,6,7,0,2,2,0
0,35,1,0,3,0,0,6,1.0,1,0,0,3,3,0,2,2,0
0,24,1,0,7,0,0,0,0.0,1,1,0,7,7,1,59,2,59
0,35,1,0,6,0,0,1,1.0,0,1,1,6,5,0,98,65,98
0,25,1,0,6,0,0,2,1.0,1,0,0,6,4,0,2,2,0
